truth,pred,error
53,42.674056820606516,-10.325943179393484
56,42.404031598411855,-13.595968401588145
44,40.085729859274835,-3.914270140725165
40,43.1193290071617,3.119329007161703
55,45.732660046317235,-9.267339953682765
51,45.649551492779125,-5.350448507220875
40,39.1407226816925,-0.8592773183074982
50,43.405048338180016,-6.594951661819984
45,43.61427373476185,-1.385726265238148
56,44.81037920095976,-11.189620799040242
24,37.73850342413136,13.738503424131359
48,42.37424554386513,-5.625754456134871
52,42.14537105586043,-9.85462894413957
46,40.33232264664244,-5.667677353357561
39,42.79621583675356,3.796215836753561
45,44.664204825732085,-0.33579517426791483
46,41.90661331145206,-4.0933866885479375
45,41.93277487980195,-3.067225120198053
42,40.517779337995485,-1.482220662004515
54,41.972524648050495,-12.027475351949505
34,44.60346307310358,10.603463073103583
56,45.55002446644335,-10.449975533556653
49,41.36862182375095,-7.631378176249051
42,43.6582197828128,1.6582197828128002
34,41.92467742058377,7.92467742058377
29,44.05090773427862,15.050907734278617
37,41.57656154402482,4.57656154402482
39,42.07749327758758,3.0774932775875783
22,36.23854258422009,14.238542584220092
57,43.39851537395482,-13.601484626045178
53,42.107193198484715,-10.892806801515285
45,40.14406527416271,-4.855934725837287
48,44.71088408670687,-3.2891159132931307
48,42.32244938772742,-5.677550612272583
48,43.13641220389425,-4.863587796105747
48,46.37060047599093,-1.6293995240090666
24,41.28453750442171,17.284537504421714
37,45.10945011557526,8.109450115575257
55,45.894055671376066,-9.105944328623934
44,41.144723669131096,-2.8552763308689038
46,42.29122057793265,-3.7087794220673516
39,45.37041316320413,6.370413163204127
24,44.97229808977331,20.97229808977331
55,43.9100570551388,-11.0899429448612
50,40.45541105753662,-9.544588942463378
35,42.59426800543971,7.594268005439709
42,41.964824512091944,-0.035175487908055914
36,40.19000815427394,4.19000815427394
53,43.249930850819396,-9.750069149180604
22,36.61060336099965,14.610603360999647
43,40.73867325431773,-2.2613267456822683
39,41.87097220027034,2.8709722002703373
48,43.00289596664938,-4.997104033350617
29,40.13489827837437,11.134898278374372
22,38.04302189120816,16.043021891208163
51,42.71529118917448,-8.28470881082552
42,44.94449026687534,2.9444902668753414
24,39.73291973965203,15.732919739652033
36,45.20657543222899,9.206575432228988
49,44.15241209292318,-4.8475879070768215
40,41.968859129333296,1.9688591293332962
49,42.92736976643087,-6.072630233569129
48,41.5095143693228,-6.490485630677199
47,42.19694364898685,-4.803056351013147
49,40.45765247373,-8.54234752627
43,44.802330821584974,1.8023308215849738
55,40.96433204781655,-14.035667952183452
39,43.228633103909914,4.228633103909914
37,44.20903255765568,7.209032557655682
47,43.61074040998771,-3.389259590012287
48,40.681105435611286,-7.318894564388714
40,41.79447538151661,1.7944753815166123
37,45.47625641312811,8.476256413128112
55,45.35414010217054,-9.64585989782946
35,39.39224986310032,4.392249863100318
36,39.65705365783558,3.657053657835583
45,40.209971964198054,-4.790028035801946
42,43.17374180847364,1.1737418084736433
22,38.869266076498725,16.869266076498725
53,41.53080274469551,-11.469197255304493
49,40.971707107193104,-8.028292892806896
29,40.61562346736816,11.61562346736816
48,40.9303191514399,-7.069680848560097
44,42.667254006491596,-1.3327459935084036
56,41.61616015656257,-14.383839843437428
43,41.70079249265322,-1.2992075073467788
39,39.042240431870546,0.04224043187054605
37,43.68477914716705,6.684779147167049
40,43.77934448595375,3.77934448595375
56,43.71837919611093,-12.28162080388907
50,44.25419916032625,-5.745800839673748
40,41.077696128474365,1.077696128474365
43,42.68471130241163,-0.31528869758837175
37,39.26680369871089,2.2668036987108877
42,41.91743622825769,-0.08256377174230778
55,44.29862231234837,-10.701377687651629
22,37.41958765201595,15.419587652015949
60,45.07347170077224,-14.926528299227762
34,41.91046882829048,7.910468828290483
22,35.738056341714504,13.738056341714504
46,43.79235160013231,-2.2076483998676935
51,44.519271804163125,-6.480728195836875
50,44.71061983912341,-5.28938016087659
45,39.83050779445215,-5.169492205547847
49,42.857446366789006,-6.142553633210994
53,42.70553917031173,-10.29446082968827
39,39.22246659988686,0.22246659988685735
40,43.74796163067951,3.7479616306795123
34,43.51034013469737,9.510340134697373
40,43.467581923616,3.4675819236160024
37,38.472156811807075,1.472156811807075
22,40.6196021148701,18.619602114870098
39,41.122643133498066,2.122643133498066
42,43.55162835739432,1.5516283573943213
34,44.911128346904604,10.911128346904604
48,45.852838910900104,-2.147161089099896
48,45.25120679412273,-2.74879320587727
29,39.88286032594634,10.88286032594634
60,44.951727504213025,-15.048272495786975
44,40.55315601472117,-3.446843985278832
57,43.77772971178349,-13.222270288216507
39,40.453445491765336,1.4534454917653363
40,42.979751769452754,2.979751769452754
34,37.74015763754431,3.740157637544307
42,41.92523469656694,-0.07476530343306109
36,37.962072466489175,1.9620724664891753
44,40.76978441035252,-3.2302155896474787
49,40.81048697344082,-8.189513026559183
52,41.45030723804455,-10.549692761955448
55,42.20292831744521,-12.797071682554787
40,41.08725902155288,1.0872590215528817
45,44.46842923241028,-0.5315707675897201
48,42.412336286918205,-5.587663713081795
45,41.654967783240444,-3.345032216759556
49,41.47595434302207,-7.524045656977933
37,43.62855594776152,6.6285559477615195
42,40.69778713612261,-1.3022128638773935
34,38.8945802030999,4.894580203099899
36,43.53449606424959,7.534496064249588
29,43.00910124488386,14.009101244883858
60,45.74075675115072,-14.25924324884928
60,42.850915491475206,-17.149084508524794
47,41.97976885596583,-5.02023114403417
55,42.31346098396083,-12.68653901603917
46,40.541777410014795,-5.458222589985205
42,42.837876644762346,0.8378766447623462
57,41.472499547136785,-15.527500452863215
49,43.224723998889566,-5.775276001110434
22,37.70583060546607,15.705830605466069
34,46.38045549914491,12.380455499144908
44,44.03229435316755,0.03229435316755058
44,44.97201247776347,0.9720124777634709
56,42.74741166265066,-13.252588337349337
42,41.932617744273145,-0.06738225572685508
56,44.20809741573045,-11.79190258426955
55,42.94770264588897,-12.052297354111033
60,43.98335008997788,-16.016649910022117
47,43.59973069420582,-3.4002693057941826
57,43.36758371226868,-13.632416287731317
39,40.29997523907218,1.2999752390721824
45,44.36765400485565,-0.6323459951443482
24,39.13512272655037,15.135122726550371
60,43.93552872514242,-16.06447127485758
24,44.78500636685798,20.785006366857978
43,40.07798323625305,-2.922016763746953
35,37.1519844220181,2.151984422018103
49,39.73630318630374,-9.263696813696257
54,42.866521554286194,-11.133478445713806
39,43.654963913604405,4.654963913604405
35,39.402065178647945,4.402065178647945
56,43.74977182396917,-12.25022817603083
54,43.950548094559,-10.049451905441003
54,43.293972097292496,-10.706027902707504
22,42.00730444852371,20.007304448523712
