truth,pred,error
53,42.094678587605756,-10.905321412394244
56,42.091458796029556,-13.908541203970444
44,42.098577447406576,-1.9014225525934236
40,42.10420980513349,2.104209805133493
55,42.09351338325613,-12.90648661674387
51,42.09345476090255,-8.906545239097447
40,42.14653440251213,2.146534402512131
50,42.10274874175418,-7.8972512582458165
45,41.901677340655425,-3.098322659344575
56,42.179713041440415,-13.820286958559585
24,42.12189681649814,18.121896816498143
48,42.11092893483879,-5.889071065161211
52,42.10532309930611,-9.894676900693888
46,41.5836323593115,-4.416367640688499
39,42.111368221419525,3.111368221419525
45,42.09947347330389,-2.9005265266961118
46,42.103390367907664,-3.8966096320923356
45,42.15621378846315,-2.8437862115368517
42,42.1004895140149,0.10048951401490314
54,42.111560572616405,-11.888439427383595
34,43.100518910677934,9.100518910677934
56,42.13902225186406,-13.860977748135937
49,42.127261572719036,-6.872738427280964
42,42.100211651215396,0.1002116512153961
34,42.10117887211906,8.101178872119057
29,42.099988686733425,13.099988686733425
37,42.100379601972755,5.1003796019727545
39,42.12676200306723,3.1267620030672276
22,42.100519844057004,20.100519844057004
57,42.097163719190604,-14.902836280809396
53,42.09851881559415,-10.901481184405853
45,41.786986978163256,-3.213013021836744
48,42.09701940061547,-5.902980599384527
48,42.100574406440764,-5.899425593559236
48,42.099846257335464,-5.900153742664536
48,42.103904941322625,-5.896095058677375
24,42.09592422214247,18.09592422214247
37,42.11114564168393,5.111145641683933
55,42.1035759209079,-12.8964240790921
44,42.1076815407527,-1.8923184592472992
46,42.103204400554816,-3.896795599445184
39,42.10261944904419,3.102619449044191
24,42.095907544596535,18.095907544596535
55,43.94553725033252,-11.05446274966748
50,42.10128249975663,-7.898717500243372
35,42.09412565618874,7.094125656188737
42,43.09279328966662,1.0927932896666235
36,42.10420980513349,6.104209805133493
53,42.09207752657713,-10.907922473422872
22,42.10218147540034,20.102181475400343
43,42.1004895140149,-0.8995104859850969
39,42.10063416635167,3.100634166351668
48,42.16362110621959,-5.836378893780413
29,42.09870163689857,13.098701636898568
22,42.09855771894509,20.098557718945088
51,42.1533090412018,-8.846690958798199
42,42.100054716941614,0.10005471694161372
24,42.10561550714915,18.105615507149153
36,42.09006000561524,6.090060005615243
49,42.09743195386761,-6.902568046132387
40,42.11134418791905,2.1113441879190518
49,42.096318000478036,-6.9036819995219645
48,42.10377415964532,-5.896225840354681
47,42.11964024034353,-4.880359759656471
49,42.10400705419273,-6.895992945807272
43,42.108921145584624,-0.891078854415376
55,42.11317199424221,-12.886828005757792
39,42.09617171059766,3.096171710597659
37,42.11590127619876,5.115901276198763
47,44.08799386558909,-2.912006134410909
48,41.901677340655425,-6.098322659344575
40,42.128487443265655,2.128487443265655
37,42.11571507145771,5.115715071457707
55,41.87992507630028,-13.120074923699718
35,42.103383037403745,7.103383037403745
36,42.09592422214247,6.095924222142472
45,42.14726552437763,-2.85273447562237
42,42.111560572616405,0.11156057261640484
22,42.10248259406703,20.102482594067027
53,42.09515510327595,-10.90484489672405
49,42.150062317482806,-6.849937682517194
29,41.56314361521992,12.563143615219921
48,42.099988686733425,-5.900011313266575
44,42.0993893919331,-1.9006106080668985
56,42.17260379736046,-13.827396202639541
43,41.899747154313836,-1.100252845686164
39,42.14726552437763,3.14726552437763
37,42.095907544596535,5.095907544596535
40,42.128487443265655,2.128487443265655
56,42.143136085637245,-13.856863914362755
50,42.09345476090255,-7.906545239097447
40,42.096845524234595,2.0968455242345954
43,42.098577447406576,-0.9014225525934236
37,42.097149780617535,5.097149780617535
42,42.10280771914901,0.10280771914901266
55,42.14734494553851,-12.852655054461493
22,42.16655714517582,20.166557145175823
60,42.09937203002006,-17.900627969979944
34,42.094678587605756,8.094678587605756
22,42.1329805055454,20.132980505545397
46,42.094678587605756,-3.905321412394244
51,42.100379601972755,-8.899620398027245
50,42.108574156768306,-7.891425843231694
45,41.90725912096744,-3.0927408790325615
49,42.1639284849601,-6.836071515039897
53,42.09641988794654,-10.903580112053461
39,42.095899931329676,3.095899931329676
40,42.111744156359066,2.111744156359066
34,42.09943104184199,8.099431041841989
40,42.141328032983665,2.1413280329836653
37,41.56314361521992,4.563143615219921
22,42.097616881679784,20.097616881679784
39,41.90725912096744,2.9072591209674385
42,42.095336171032876,0.0953361710328764
34,42.09588207069776,8.095882070697762
48,42.11104949652424,-5.888950503475762
48,42.10703615270258,-5.892963847297423
29,42.127261572719036,13.127261572719036
60,42.14734494553851,-17.852655054461493
44,42.119554451492206,-1.8804455485077938
57,42.09207752657713,-14.907922473422872
39,42.11349931219462,3.1134993121946195
40,42.101642613636095,2.101642613636095
34,42.09592422214247,8.095924222142472
42,42.10392597604394,0.10392597604393927
36,42.09701940061547,6.097019400615473
44,42.111560572616405,-1.8884394273835952
49,41.91809876647808,-7.0819012335219185
52,42.10537413848087,-9.894625861519131
55,42.104167530144245,-12.895832469855755
40,42.100774518634516,2.100774518634516
45,42.10034665938879,-2.8996533406112093
48,41.94634403876105,-6.053655961238952
45,42.12189681649814,-2.8781031835018567
49,42.11407394836743,-6.885926051632573
37,42.098447063930614,5.098447063930614
42,42.199495304803264,0.19949530480326416
